application_id,score,pd,qaror,sabab,sabab_texnik,asosiy_omil,tavsiya_summa,limit,dti,pti,income_cv,scorecard_version
AP002301,616.3,0.066412,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 54 285 126 so'm ni to'liq bera olmaymiz, lekin 20 900 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 864 499 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: oylik daromadingiz 2 479 086 so'm — so'ralgan summa uchun kam; xarajatlaringiz daromadning 69% ini yeb qo'yadi; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: oxirgi oylarda daromadingiz o'sgan; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i; pul harakatingiz shaffof, naqd yechish kam. Nima qilish mumkin: To'lov qobiliyatingiz 20 900 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 3 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 90.6% — shift 50.0%; taklif: 20 900 000 so'm; Yangi to'lov daromadning 90.6% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: Oylik daromad medianasi (-3), Sarf intensivligi (chiqim/kirim) (-2). Ball 616, tavsiya etilgan limit 20 900 000 so'm.",Oylik daromad medianasi (-3 ball),20900000,0,0.9057,0.9057,0.0258,v1
AP002302,658.4,0.016222,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 12 999 609 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 537 710 so'm bo'ladi. To'sqinlik qildi: xarajatlaringiz daromadning 70% ini yeb qo'yadi. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; yangi kreditsiz ham qarz yukingiz past — daromadning 7% i; oylik daromadingiz 5 941 599 so'm — yetarli daraja. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 658 (PD 1.6%), DTI 16.1% shift ichida. Asosiy ijobiy omillar: Bank oqimi / deklaratsiya (+14 ball), Mavjud qarz yuki (yangi kreditsiz) (+14 ball), Oylik daromad medianasi (+12 ball). Tasdiqlangan summa 12 999 609 so'm.",Sarf intensivligi (chiqim/kirim) (-4 ball),12999609,50200000,0.1613,0.0905,0.0233,v1
AP002303,653.8,0.018986,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 21 037 425 so'm ni to'liq bera olmaymiz, lekin 1 400 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 43 590 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; o'tmishda 45 kunlik kechikish qayd etilgan. Foydangizga ishladi: ish stajingiz uzoq — 10 yil 7 oy; oylik daromadingiz 6 665 723 so'm — yetarli daraja; yangi kreditsiz ham qarz yukingiz past — daromadning 49% i. Nima qilish mumkin: So'rovni 1 400 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi. Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 59.1% — shift 50.0%; taklif: 1 400 000 so'm. Diqqat talab qiladigan omillar: Bank oqimi / deklaratsiya (-4), O'tmishdagi maks. kechikish (kun) (-3). Ball 654, tavsiya etilgan limit 1 400 000 so'm.",Bank oqimi / deklaratsiya (-4 ball),1400000,1400000,0.5914,0.0983,0.0284,v1
AP002304,585.6,0.170566,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 17 301 452 so'm ni to'liq bera olmaymiz, lekin 13 500 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 558 408 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: mavjud qarz qoldig'i yillik daromadingizdan 0.3 barobar; oylik daromadingiz 2 309 756 so'm — so'ralgan summa uchun kam; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: ish stajingiz uzoq — 10 yil 5 oy; yangi kreditsiz ham qarz yukingiz past — daromadning 26% i; xarajatlaringiz daromadning 72% i — tejamkor. Nima qilish mumkin: To'lov qobiliyatingiz 13 500 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 3 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi. Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 56.8% — shift 50.0%; taklif: 13 500 000 so'm; Ball 586 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Qarz qoldig'i / yillik daromad (-11), Oylik daromad medianasi (-11). Ball 586, tavsiya etilgan limit 13 500 000 so'm.",Qarz qoldig'i / yillik daromad (-11 ball),13500000,0,0.568,0.3098,0.2533,v1
AP002305,614.0,0.071432,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 3 203 130 so'm qoladi; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i; pul harakatingiz shaffof, naqd yechish kam. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Qo'lda ko'rib chiqish: Ball 614 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Bank oqimi / deklaratsiya (-11), Sarf intensivligi (chiqim/kirim) (-1). Ball 614, tavsiya etilgan limit 20 971 491 so'm.",Bank oqimi / deklaratsiya (-11 ball),20971491,0,0.2131,0.2131,0.1483,v1
AP002306,554.9,0.373462,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 249% ini oladi; barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; mavjud qarz qoldig'i yillik daromadingizdan 0.9 barobar. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; oxirgi oylarda daromadingiz o'sgan; bandlik turingiz (o'z_ishi) barqaror daromad beradi. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Rad etildi: So'ralgan summada DTI 306.9% — shift 50.0%; to'lov qobiliyati qolmagan; Yangi to'lov daromadning 58.1% ini oladi — shift 35.0%. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), To'lovlardan keyingi erkin pul (-15 ball). Yakuniy ball 555.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,3.0689,0.5806,0.0346,v1
AP002307,589.4,0.15291,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 91% ini oladi; barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; mavjud qarz qoldig'i yillik daromadingizdan 0.4 barobar. Foydangizga ishladi: ish stajingiz uzoq — 11 yil 10 oy; oylik daromadingiz 6 725 112 so'm — yetarli daraja; bandlik turingiz (xususiy) barqaror daromad beradi. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Rad etildi: So'ralgan summada DTI 124.1% — shift 50.0%; to'lov qobiliyati qolmagan. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), To'lovlardan keyingi erkin pul (-15 ball). Yakuniy ball 589.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,1.2408,0.334,0.1701,v1
AP002308,616.0,0.066882,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: kredit tarixingizda 95 kunlik kechikish bor. To'sqinlik qildi: o'tmishda 95 kunlik kechikish qayd etilgan; mavjud qarz qoldig'i yillik daromadingizdan 0.6 barobar; bankimiz bilan tarixingiz qisqa — 2 yil 3 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: ish stajingiz uzoq — 12 yil 2 oy; bandlik turingiz (xususiy) barqaror daromad beradi; yangi kreditsiz ham qarz yukingiz past — daromadning 31% i. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi. Kechikish yopilgandan keyin 12 oy toza to'lov tarixi to'plang, so'ng qayta murojaat qiling.","Rad etildi: O'tmishda 95 kunlik kechikish (90+ kun — qattiq to'siq). Ballga eng ko'p salbiy ta'sir: O'tmishdagi maks. kechikish (kun) (-16 ball), Qarz qoldig'i / yillik daromad (-11 ball). Yakuniy ball 616.",O'tmishdagi maks. kechikish (kun) (-16 ball),0,0,0.3722,0.0624,0.0288,v1
AP002309,617.5,0.06385,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: ish stajingiz qisqa — atigi 2 yil; bank hisobingizdagi tushum deklaratsiya bilan mos; bankimiz bilan tarixingiz qisqa — 2 yil 9 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: bandlik turingiz (byudjet) barqaror daromad beradi; barcha to'lovlardan keyin oyiga 3 714 943 so'm qoladi; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Qo'lda ko'rib chiqish: Ball 617 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Ish staji (oy) (-15), Bank oqimi / deklaratsiya (-11). Ball 617, tavsiya etilgan limit 11 228 182 so'm.",Ish staji (oy) (-15 ball),11228182,0,0.1111,0.1111,0.0263,v1
AP002310,615.4,0.0684,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 35 826 709 so'm ni to'liq bera olmaymiz, lekin 12 200 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 177 373 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: bankimiz bilan tarixingiz qisqa — 2 yil 5 oy, sizni hali yaxshi bilmaymiz; oylik daromadingiz 3 370 192 so'm — so'ralgan summa uchun kam; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: bandlik turingiz (byudjet) barqaror daromad beradi; xarajatlaringiz daromadning 74% i — tejamkor; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i. Nima qilish mumkin: To'lov qobiliyatingiz 12 200 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 1 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 102.6% — shift 50.0%; taklif: 12 200 000 so'm; Yangi to'lov daromadning 102.6% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: Bank bilan tarix (oy) (-4), Oylik daromad medianasi (-3). Ball 615, tavsiya etilgan limit 12 200 000 so'm.",Bank bilan tarix (oy) (-4 ball),12200000,0,1.0259,1.0259,0.0299,v1
AP002311,556.1,0.364328,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 156% ini oladi; barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; oylik daromadingiz 1 963 676 so'm — so'ralgan summa uchun kam. Foydangizga ishladi: oxirgi oylarda daromadingiz o'sgan; ish stajingiz uzoq — 8 yil 8 oy; mavjud qarz qoldig'i yillik daromadingizga nisbatan kichik. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Rad etildi: So'ralgan summada DTI 292.9% — shift 50.0%; to'lov qobiliyati qolmagan; Yangi to'lov daromadning 136.9% ini oladi — shift 35.0%. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), To'lovlardan keyingi erkin pul (-15 ball). Yakuniy ball 556.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,2.9292,1.3693,0.0226,v1
AP002312,625.9,0.048418,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: o'tmishda 45 kunlik kechikish qayd etilgan; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 28% i; oxirgi oylarda daromadingiz o'sgan; barcha to'lovlardan keyin oyiga 3 238 888 so'm qoladi. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Qo'lda ko'rib chiqish: Ball 626 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: O'tmishdagi maks. kechikish (kun) (-3), Bank oqimi / deklaratsiya (-2). Ball 626, tavsiya etilgan limit 8 658 752 so'm.",O'tmishdagi maks. kechikish (kun) (-3 ball),8658752,0,0.3382,0.0551,0.0257,v1
AP002313,614.4,0.070588,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 87% ini oladi; bankimiz bilan tarixingiz qisqa — 1 yil 4 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: ish stajingiz uzoq — 12 yil 2 oy; oxirgi oylarda daromadingiz o'sgan; xarajatlaringiz daromadning 67% i — tejamkor. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Rad etildi: So'ralgan summada DTI 109.9% — shift 50.0%; to'lov qobiliyati qolmagan. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), Bank bilan tarix (oy) (-4 ball). Yakuniy ball 614.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,1.0992,0.234,0.2417,v1
AP002314,646.4,0.024444,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 11 116 679 so'm ni to'liq bera olmaymiz, lekin 6 300 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 137 398 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: oylik daromadingiz 3 258 806 so'm — so'ralgan summa uchun kam. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; oxirgi oylarda daromadingiz o'sgan; barcha to'lovlardan keyin oyiga 1 251 808 so'm qoladi. Nima qilish mumkin: So'rovni 6 300 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi. Muddatni uzaytiring (hozir 6 oy) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 61.6% — shift 50.0%; taklif: 6 300 000 so'm; Yangi to'lov daromadning 61.6% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: Oylik daromad medianasi (-3), Sarf intensivligi (chiqim/kirim) (-1). Ball 646, tavsiya etilgan limit 6 300 000 so'm.",Oylik daromad medianasi (-3 ball),6300000,6300000,0.6159,0.6159,0.0282,v1
AP002315,664.4,0.013233,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 20 303 117 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 1 959 372 so'm bo'ladi. To'sqinlik qildi: xarajatlaringiz daromadning 64% ini yeb qo'yadi. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; barcha to'lovlardan keyin oyiga 14 038 482 so'm qoladi; bandlik turingiz (xususiy) barqaror daromad beradi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 664 (PD 1.3%), DTI 12.2% shift ichida. Asosiy ijobiy omillar: Bank oqimi / deklaratsiya (+14 ball), To'lovlardan keyingi erkin pul (+9 ball), Bandlik turi (+9 ball). Tasdiqlangan summa 20 303 117 so'm.",Sarf intensivligi (chiqim/kirim) (-3 ball),20303117,58000000,0.1225,0.1225,0.0302,v1
AP002316,639.3,0.031068,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 27 491 962 so'm ni to'liq bera olmaymiz, lekin 17 300 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 669 554 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: bandlik turingiz (xususiy) barqaror daromad beradi; xarajatlaringiz daromadning 66% i — tejamkor; barcha to'lovlardan keyin oyiga 2 141 551 so'm qoladi. Nima qilish mumkin: So'rovni 17 300 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi. Muddatni uzaytiring (hozir 1 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 55.3% — shift 50.0%; taklif: 17 300 000 so'm; Yangi to'lov daromadning 55.3% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: Bank oqimi / deklaratsiya (-4), So'ralgan summa / yillik daromad (-1). Ball 639, tavsiya etilgan limit 17 300 000 so'm.",Bank oqimi / deklaratsiya (-4 ball),17300000,17300000,0.5533,0.5533,0.0352,v1
AP002317,566.2,0.287616,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 65% ini oladi; barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; oylik daromadingiz 1 533 964 so'm — so'ralgan summa uchun kam. Foydangizga ishladi: bandlik turingiz (qurilish) barqaror daromad beradi; bank hisobingizdagi tushum deklaratsiya bilan mos; mavjud qarz qoldig'i yillik daromadingizga nisbatan kichik. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Rad etildi: So'ralgan summada DTI 278.6% — shift 50.0%; to'lov qobiliyati qolmagan; Yangi to'lov daromadning 213.6% ini oladi — shift 35.0%. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), To'lovlardan keyingi erkin pul (-15 ball). Yakuniy ball 566.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,2.7858,2.1356,0.1952,v1
AP002318,579.1,0.20488,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 57% ini oladi; mavjud qarz qoldig'i yillik daromadingizdan 1.1 barobar; oylik daromadingiz 1 998 252 so'm — so'ralgan summa uchun kam. Foydangizga ishladi: bandlik turingiz (xususiy) barqaror daromad beradi; xarajatlaringiz daromadning 72% i — tejamkor; pul harakatingiz shaffof, naqd yechish kam. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Rad etildi: So'ralgan summada DTI 93.5% — shift 50.0%; to'lov qobiliyati qolmagan; Yangi to'lov daromadning 36.9% ini oladi — shift 35.0%. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), Qarz qoldig'i / yillik daromad (-11 ball). Yakuniy ball 579.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,0.9348,0.3686,0.0313,v1
AP002319,626.6,0.047353,QOLDA_KORIB_CHIQISH,Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: oylik daromadingiz 2 693 718 so'm — so'ralgan summa uchun kam; oila a'zosiga oyiga atigi 448 953 so'm to'g'ri keladi; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: bandlik turingiz (qurilish) barqaror daromad beradi; oxirgi oylarda daromadingiz o'sgan; barcha to'lovlardan keyin oyiga 2 184 925 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Qo'lda ko'rib chiqish: Ball 627 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Oylik daromad medianasi (-3), Jon boshiga daromad (-3). Ball 627, tavsiya etilgan limit 16 341 094 so'm.",Oylik daromad medianasi (-3 ball),16341094,0,0.1889,0.1889,0.0323,v1
AP002320,632.0,0.039613,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 27 403 254 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 853 223 so'm bo'ladi. To'sqinlik qildi: xarajatlaringiz daromadning 70% ini yeb qo'yadi. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 4 594 232 so'm qoladi; bank hisobingizdagi tushum deklaratsiya bilan mos; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 632 (PD 4.0%), DTI 15.7% shift ichida. Asosiy ijobiy omillar: To'lovlardan keyingi erkin pul (+8 ball), Bank oqimi / deklaratsiya (+8 ball), Mavjud qarz yuki (yangi kreditsiz) (+5 ball). Tasdiqlangan summa 27 403 254 so'm.",Sarf intensivligi (chiqim/kirim) (-2 ball),27403254,49400000,0.1566,0.1566,0.0349,v1
AP002321,654.1,0.018789,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 3 880 025 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 212 969 so'm bo'ladi. To'sqinlik qildi: daromadning 20% i naqd yechib olinadi — bank uchun bu ko'rinmas pul; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 10% i; bandlik turingiz (byudjet) barqaror daromad beradi; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 654 (PD 1.9%), DTI 15.3% shift ichida. Asosiy ijobiy omillar: Mavjud qarz yuki (yangi kreditsiz) (+14 ball), Bandlik turi (+11 ball), Daromad trendi (2-yarim/1-yarim) (+7 ball). Tasdiqlangan summa 3 880 025 so'm.",Naqd yechish ulushi (-4 ball),3880025,27000000,0.1526,0.0501,0.027,v1
